GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,FIG001,FII001,FIJ001
"G1600070","2002","Idaho","16","Bear Lake","007","Bear Lake, ID",921,16327000,128
"G1600090","2002","Idaho","16","Benewah","009","Benewah, ID",2469,63748000,271
"G1600110","2002","Idaho","16","Bingham","011","Bingham, ID",9273,211064000,783
"G1600130","2002","Idaho","16","Blaine","013","Blaine, ID",10558,300588000,1389
"G1600150","2002","Idaho","16","Boise","015","Boise, ID",563,11321000,136
"G1600170","2002","Idaho","16","Bonner","017","Bonner, ID",10772,258899000,1322
"G1600190","2002","Idaho","16","Bonneville","019","Bonneville, ID",38230,1156875000,2747
"G1600210","2002","Idaho","16","Boundary","021","Boundary, ID",2217,52506000,342
"G1600230","2002","Idaho","16","Butte","023","Butte, ID",1035,49048000,66
"G1600250","2002","Idaho","16","Camas","025","Camas, ID",145,1766000,26
"G1600270","2002","Idaho","16","Canyon","027","Canyon, ID",37596,969105000,3189
"G1600290","2002","Idaho","16","Caribou","029","Caribou, ID",2011,73466000,190
"G1600310","2002","Idaho","16","Cassia","031","Cassia, ID",5792,138525000,617
"G1600330","2002","Idaho","16","Clark","033","Clark, ID",86,1917000,16
"G1600350","2002","Idaho","16","Clearwater","035","Clearwater, ID",1707,41194000,266
"G1600370","2002","Idaho","16","Custer","037","Custer, ID",617,15979000,150
"G1600390","2002","Idaho","16","Elmore","039","Elmore, ID",3923,81950000,422
"G1600410","2002","Idaho","16","Franklin","041","Franklin, ID",1692,35236000,249
"G1600430","2002","Idaho","16","Fremont","043","Fremont, ID",1562,35874000,284
"G1600450","2002","Idaho","16","Gem","045","Gem, ID",1956,37250000,331
"G1600470","2002","Idaho","16","Gooding","047","Gooding, ID",2165,48591000,328
"G1600490","2002","Idaho","16","Idaho","049","Idaho, ID",2690,61329000,451
"G1600510","2002","Idaho","16","Jefferson","051","Jefferson, ID",2840,54058000,369
"G1600530","2002","Idaho","16","Jerome","053","Jerome, ID",4536,103212000,475
"G1600550","2002","Idaho","16","Kootenai","055","Kootenai, ID",35947,942996000,3692
"G1600570","2002","Idaho","16","Latah","057","Latah, ID",7788,157832000,873
"G1600590","2002","Idaho","16","Lemhi","059","Lemhi, ID",1490,27528000,301
"G1600610","2002","Idaho","16","Lewis","061","Lewis, ID",624,13151000,120
"G1600630","2002","Idaho","16","Lincoln","063","Lincoln, ID",504,10497000,78
"G1600650","2002","Idaho","16","Madison","065","Madison, ID",10890,203210000,528
"G1600670","2002","Idaho","16","Minidoka","067","Minidoka, ID",4856,115970000,373
"G1600690","2002","Idaho","16","Nez Perce","069","Nez Perce, ID",15750,456865000,1195
"G1600710","2002","Idaho","16","Oneida","071","Oneida, ID",566,9993000,77
"G1600730","2002","Idaho","16","Owyhee","073","Owyhee, ID",1133,26473000,153
"G1600750","2002","Idaho","16","Payette","075","Payette, ID",3890,79933000,412
"G1600770","2002","Idaho","16","Power","077","Power, ID",1708,38451000,156
"G1600790","2002","Idaho","16","Shoshone","079","Shoshone, ID",2925,68622000,365
"G1600810","2002","Idaho","16","Teton","081","Teton, ID",1229,28325000,272
"G1600830","2002","Idaho","16","Twin Falls","083","Twin Falls, ID",24425,554790000,2311
"G1600850","2002","Idaho","16","Valley","085","Valley, ID",2230,42847000,483
"G1600870","2002","Idaho","16","Washington","087","Washington, ID",2136,41169000,230
"G1609990","2002","Idaho","16","Remainder of Idaho","999","Idaho Statewide No Fixed Loc",9203,260850000,25
"G1700010","2002","Illinois","17","Adams","001","Adams, IL",29666,775915000,1920
"G1700030","2002","Illinois","17","Alexander","003","Alexander, IL",1342,34031000,149
"G1700050","2002","Illinois","17","Bond","005","Bond, IL",3709,92533000,338
"G1700070","2002","Illinois","17","Boone","007","Boone, IL",10967,421908000,761
"G1700090","2002","Illinois","17","Brown","009","Brown, IL",2139,59011000,135
"G1700110","2002","Illinois","17","Bureau","011","Bureau, IL",10558,303033000,828
"G1700130","2002","Illinois","17","Calhoun","013","Calhoun, IL",609,11333000,101
"G1700150","2002","Illinois","17","Carroll","015","Carroll, IL",3608,80125000,461
"G1700170","2002","Illinois","17","Cass","017","Cass, IL",4669,110881000,310
"G1700190","2002","Illinois","17","Champaign","019","Champaign, IL",69101,1940847000,4155
"G1700210","2002","Illinois","17","Christian","021","Christian, IL",10530,254677000,839
"G1700230","2002","Illinois","17","Clark","023","Clark, IL",4434,103261000,384
"G1700250","2002","Illinois","17","Clay","025","Clay, IL",5157,132498000,381
"G1700270","2002","Illinois","17","Clinton","027","Clinton, IL",8890,192039000,874
"G1700290","2002","Illinois","17","Coles","029","Coles, IL",19683,521776000,1307
"G1700310","2002","Illinois","17","Cook","031","Cook, IL",2353456,100265555000,127337
"G1700330","2002","Illinois","17","Crawford","033","Crawford, IL",6648,221942000,468
"G1700350","2002","Illinois","17","Cumberland","035","Cumberland, IL",1457,26464000,193
"G1700370","2002","Illinois","17","DeKalb","037","De Kalb, IL",25561,677661000,1978
"G1700390","2002","Illinois","17","De Witt","039","De Witt, IL",5017,214234000,399
"G1700410","2002","Illinois","17","Douglas","041","Douglas, IL",6170,164770000,645
"G1700430","2002","Illinois","17","Dupage","043","Du Page, IL",605044,25158151000,32261
"G1700450","2002","Illinois","17","Edgar","045","Edgar, IL",4964,114585000,401
"G1700470","2002","Illinois","17","Edwards","047","Edwards, IL",2690,74357000,146
"G1700490","2002","Illinois","17","Effingham","049","Effingham, IL",18956,475672000,1139
"G1700510","2002","Illinois","17","Fayette","051","Fayette, IL",5141,106528000,483
"G1700530","2002","Illinois","17","Ford","053","Ford, IL",3810,87211000,403
"G1700550","2002","Illinois","17","Franklin","055","Franklin, IL",8600,180064000,827
"G1700570","2002","Illinois","17","Fulton","057","Fulton, IL",6893,143623000,708
"G1700590","2002","Illinois","17","Gallatin","059","Gallatin, IL",1118,38746000,124
"G1700610","2002","Illinois","17","Greene","061","Greene, IL",1882,35918000,282
"G1700630","2002","Illinois","17","Grundy","063","Grundy, IL",12238,505054000,978
"G1700650","2002","Illinois","17","Hamilton","065","Hamilton, IL",1176,19292000,185
"G1700670","2002","Illinois","17","Hancock","067","Hancock, IL",4454,105971000,494
"G1700690","2002","Illinois","17","Hardin","069","Hardin, IL",771,15875000,71
"G1700710","2002","Illinois","17","Henderson","071","Henderson, IL",735,12620000,128
"G1700730","2002","Illinois","17","Henry","073","Henry, IL",12126,277484000,1133
"G1700750","2002","Illinois","17","Iroquois","075","Iroquois, IL",6527,149079000,721
"G1700770","2002","Illinois","17","Jackson","077","Jackson, IL",17190,378424000,1387
"G1700790","2002","Illinois","17","Jasper","079","Jasper, IL",2256,62651000,233
"G1700810","2002","Illinois","17","Jefferson","081","Jefferson, IL",15805,438636000,1073
"G1700830","2002","Illinois","17","Jersey","083","Jersey, IL",4590,89066000,416
"G1700850","2002","Illinois","17","Jo Daviess","085","Jo Daviess, IL",7247,157136000,760
"G1700870","2002","Illinois","17","Johnson","087","Johnson, IL",1209,23647000,190
"G1700890","2002","Illinois","17","Kane","089","Kane, IL",179889,5902549000,11031
"G1700910","2002","Illinois","17","Kankakee","091","Kankakee, IL",37500,1057339000,2320
"G1700930","2002","Illinois","17","Kendall","093","Kendall, IL",13528,382681000,1276
"G1700950","2002","Illinois","17","Knox","095","Knox, IL",20443,479599000,1239
"G1700970","2002","Illinois","17","Lake","097","Lake, IL",318976,14810914000,19122
"G1700990","2002","Illinois","17","La Salle","099","La Salle, IL",37456,1042231000,2941
"G1701010","2002","Illinois","17","Lawrence","101","Lawrence, IL",3876,90463000,352
"G1701030","2002","Illinois","17","Lee","103","Lee, IL",10839,302348000,762
"G1701050","2002","Illinois","17","Livingston","105","Livingston, IL",11947,372650000,913
"G1701070","2002","Illinois","17","Logan","107","Logan, IL",8764,199330000,702
"G1701090","2002","Illinois","17","McDonough","109","McDonough, IL",8629,196051000,748
"G1701110","2002","Illinois","17","McHenry","111","McHenry, IL",89314,3037992000,7240
"G1701130","2002","Illinois","17","McLean","113","McLean, IL",78612,2915064000,3536
"G1701150","2002","Illinois","17","Macon","115","Macon, IL",51065,1617127000,2674
"G1701170","2002","Illinois","17","Macoupin","117","Macoupin, IL",9885,238383000,1046
"G1701190","2002","Illinois","17","Madison","119","Madison, IL",83041,2413375000,5915
"G1701210","2002","Illinois","17","Marion","121","Marion, IL",12966,321046000,1109
"G1701230","2002","Illinois","17","Marshall","123","Marshall, IL",2932,71860000,278
"G1701250","2002","Illinois","17","Mason","125","Mason, IL",2611,60965000,316
"G1701270","2002","Illinois","17","Massac","127","Massac, IL",4680,133886000,273
"G1701290","2002","Illinois","17","Menard","129","Menard, IL",1517,35338000,245
"G1701310","2002","Illinois","17","Mercer","131","Mercer, IL",2205,45092000,319
"G1701330","2002","Illinois","17","Monroe","133","Monroe, IL",7041,191244000,714
"G1701350","2002","Illinois","17","Montgomery","135","Montgomery, IL",8220,199235000,752
"G1701370","2002","Illinois","17","Morgan","137","Morgan, IL",14447,348997000,917
"G1701390","2002","Illinois","17","Moultrie","139","Moultrie, IL",4139,100858000,291
"G1701410","2002","Illinois","17","Ogle","141","Ogle, IL",14419,447376000,1039
"G1701430","2002","Illinois","17","Peoria","143","Peoria, IL",102436,3490023000,4802
"G1701450","2002","Illinois","17","Perry","145","Perry, IL",5517,124723000,424
"G1701470","2002","Illinois","17","Piatt","147","Piatt, IL",3093,69734000,366
"G1701490","2002","Illinois","17","Pike","149","Pike, IL",3142,64030000,390
"G1701510","2002","Illinois","17","Pope","151","Pope, IL",298,5134000,57
"G1701530","2002","Illinois","17","Pulaski","153","Pulaski, IL",864,17587000,114
"G1701550","2002","Illinois","17","Putnam","155","Putnam, IL",968,31961000,129
"G1701570","2002","Illinois","17","Randolph","157","Randolph, IL",10363,272311000,709
"G1701590","2002","Illinois","17","Richland","159","Richland, IL",5782,145659000,505
"G1701610","2002","Illinois","17","Rock Island","161","Rock Island, IL",65337,2244756000,3573
"G1701630","2002","Illinois","17","St Clair","163","St. Clair, IL",77768,2104635000,5472
"G1701650","2002","Illinois","17","Saline","165","Saline, IL",7493,175203000,662
"G1701670","2002","Illinois","17","Sangamon","167","Sangamon, IL",81468,2411111000,5313
"G1701690","2002","Illinois","17","Schuyler","169","Schuyler, IL",1411,31040000,155
"G1701710","2002","Illinois","17","Scott","171","Scott, IL",734,18120000,94
"G1701730","2002","Illinois","17","Shelby","173","Shelby, IL",4572,98362000,452
"G1701750","2002","Illinois","17","Stark","175","Stark, IL",862,18751000,137
"G1701770","2002","Illinois","17","Stephenson","177","Stephenson, IL",18039,552556000,1138
"G1701790","2002","Illinois","17","Tazewell","179","Tazewell, IL",42279,1265676000,2877
"G1701810","2002","Illinois","17","Union","181","Union, IL",4376,105049000,359
"G1701830","2002","Illinois","17","Vermilion","183","Vermilion, IL",27504,756512000,1735
"G1701850","2002","Illinois","17","Wabash","185","Wabash, IL",3503,90839000,304
"G1701870","2002","Illinois","17","Warren","187","Warren, IL",5538,113532000,412
"G1701890","2002","Illinois","17","Washington","189","Washington, IL",5142,136620000,419
"G1701910","2002","Illinois","17","Wayne","191","Wayne, IL",3783,86507000,360
"G1701930","2002","Illinois","17","White","193","White, IL",3657,85241000,418
"G1701950","2002","Illinois","17","Whiteside","195","Whiteside, IL",20153,508810000,1433
"G1701970","2002","Illinois","17","Will","197","Will, IL",152093,5333546000,11183
"G1701990","2002","Illinois","17","Williamson","199","Williamson, IL",21578,546251000,1610
"G1702010","2002","Illinois","17","Winnebago","201","Winnebago, IL",126354,4046873000,6994
"G1702030","2002","Illinois","17","Woodford","203","Woodford, IL",8451,211948000,741
"G1709990","2002","Illinois","17","Remainder of Illinois","999","Illinois Statewide No Fixed Loc",42001,396501000,67
"G1800010","2002","Indiana","18","Adams","001","Adams, IN",11575,315594000,777
"G1800030","2002","Indiana","18","Allen","003","Allen, IN",168433,5573891000,9125
"G1800050","2002","Indiana","18","Bartholomew","005","Bartholomew, IN",35589,1288985000,1854
"G1800070","2002","Indiana","18","Benton","007","Benton, IN",1861,42302000,238
"G1800090","2002","Indiana","18","Blackford","009","Blackford, IN",3790,94855000,292
"G1800110","2002","Indiana","18","Boone","011","Boone, IN",13172,348096000,1300
"G1800130","2002","Indiana","18","Brown","013","Brown, IN",2225,42759000,384
"G1800150","2002","Indiana","18","Carroll","015","Carroll, IN",4561,110225000,418
"G1800170","2002","Indiana","18","Cass","017","Cass, IN",15673,382012000,836
"G1800190","2002","Indiana","18","Clark","019","Clark, IN",40281,1147229000,2547
"G1800210","2002","Indiana","18","Clay","021","Clay, IN",5011,122563000,516
"G1800230","2002","Indiana","18","Clinton","023","Clinton, IN",9926,257744000,670
"G1800250","2002","Indiana","18","Crawford","025","Crawford, IN",1045,19438000,145
"G1800270","2002","Indiana","18","Daviess","027","Daviess, IN",8475,187621000,724
"G1800290","2002","Indiana","18","Dearborn","029","Dearborn, IN",13520,373608000,997
"G1800310","2002","Indiana","18","Decatur","031","Decatur, IN",11810,321534000,620
"G1800330","2002","Indiana","18","DeKalb","033","De Kalb, IN",20055,666171000,1007
"G1800350","2002","Indiana","18","Delaware","035","Delaware, IN",45502,1211645000,2653
"G1800370","2002","Indiana","18","Dubois","037","Dubois, IN",26948,796679000,1287
"G1800390","2002","Indiana","18","Elkhart","039","Elkhart, IN",108296,3464871000,5102
"G1800410","2002","Indiana","18","Fayette","041","Fayette, IN",8723,287787000,524
"G1800430","2002","Indiana","18","Floyd","043","Floyd, IN",24123,669086000,1780
"G1800450","2002","Indiana","18","Fountain","045","Fountain, IN",4624,111766000,386
"G1800470","2002","Indiana","18","Franklin","047","Franklin, IN",3914,90605000,372
"G1800490","2002","Indiana","18","Fulton","049","Fulton, IN",6357,165893000,502
"G1800510","2002","Indiana","18","Gibson","051","Gibson, IN",12136,451935000,724
"G1800530","2002","Indiana","18","Grant","053","Grant, IN",28298,793343000,1498
"G1800550","2002","Indiana","18","Greene","055","Greene, IN",5687,113498000,631
"G1800570","2002","Indiana","18","Hamilton","057","Hamilton, IN",83399,3082649000,5829
"G1800590","2002","Indiana","18","Hancock","059","Hancock, IN",14880,492694000,1316
"G1800610","2002","Indiana","18","Harrison","061","Harrison, IN",11309,252642000,691
"G1800630","2002","Indiana","18","Hendricks","063","Hendricks, IN",31091,852189000,2319
"G1800650","2002","Indiana","18","Henry","065","Henry, IN",11386,336780000,917
"G1800670","2002","Indiana","18","Howard","067","Howard, IN",38178,1472020000,2003
"G1800690","2002","Indiana","18","Huntington","069","Huntington, IN",14840,387470000,914
"G1800710","2002","Indiana","18","Jackson","071","Jackson, IN",19017,506619000,1087
"G1800730","2002","Indiana","18","Jasper","073","Jasper, IN",10295,275060000,798
"G1800750","2002","Indiana","18","Jay","075","Jay, IN",6551,165466000,436
"G1800770","2002","Indiana","18","Jefferson","077","Jefferson, IN",12298,319329000,748
"G1800790","2002","Indiana","18","Jennings","079","Jennings, IN",6473,160168000,440
"G1800810","2002","Indiana","18","Johnson","081","Johnson, IN",42544,1098588000,2815
"G1800830","2002","Indiana","18","Knox","083","Knox, IN",14032,343001000,1035
"G1800850","2002","Indiana","18","Kosciusko","085","Kosciusko, IN",30549,957646000,1887
"G1800870","2002","Indiana","18","Lagrange","087","Lagrange, IN",10690,317075000,737
"G1800890","2002","Indiana","18","Lake","089","Lake, IN",168194,5264733000,10076
"G1800910","2002","Indiana","18","LaPorte","091","La Porte, IN",36693,1008932000,2573
"G1800930","2002","Indiana","18","Lawrence","093","Lawrence, IN",12752,385850000,949
"G1800950","2002","Indiana","18","Madison","095","Madison, IN",38421,1052865000,2686
"G1800970","2002","Indiana","18","Marion","097","Marion, IN",538036,20345102000,24042
"G1800990","2002","Indiana","18","Marshall","099","Marshall, IN",15828,423305000,1109
"G1801010","2002","Indiana","18","Martin","101","Martin, IN",2283,56685000,251
"G1801030","2002","Indiana","18","Miami","103","Miami, IN",8931,202680000,683
"G1801050","2002","Indiana","18","Monroe","105","Monroe, IN",45942,1210817000,2924
"G1801070","2002","Indiana","18","Montgomery","107","Montgomery, IN",14681,428171000,939
"G1801090","2002","Indiana","18","Morgan","109","Morgan, IN",13630,342858000,1341
"G1801110","2002","Indiana","18","Newton","111","Newton, IN",3121,76682000,300
"G1801130","2002","Indiana","18","Noble","113","Noble, IN",17367,492912000,938
"G1801150","2002","Indiana","18","Ohio","115","Ohio, IN",1488,39074000,83
"G1801170","2002","Indiana","18","Orange","117","Orange, IN",5797,129040000,394
"G1801190","2002","Indiana","18","Owen","119","Owen, IN",3900,88819000,325
"G1801210","2002","Indiana","18","Parke","121","Parke, IN",2487,51133000,285
"G1801230","2002","Indiana","18","Perry","123","Perry, IN",4908,116529000,392
"G1801250","2002","Indiana","18","Pike","125","Pike, IN",2659,85859000,224
"G1801270","2002","Indiana","18","Porter","127","Porter, IN",48972,1572729000,3447
"G1801290","2002","Indiana","18","Posey","129","Posey, IN",7327,306599000,524
"G1801310","2002","Indiana","18","Pulaski","131","Pulaski, IN",3470,97056000,365
"G1801330","2002","Indiana","18","Putnam","133","Putnam, IN",10938,279038000,707
"G1801350","2002","Indiana","18","Randolph","135","Randolph, IN",7990,221014000,564
"G1801370","2002","Indiana","18","Ripley","137","Ripley, IN",11076,491787000,714
"G1801390","2002","Indiana","18","Rush","139","Rush, IN",4276,105629000,409
"G1801410","2002","Indiana","18","St Joseph","141","St. Joseph, IN",118863,3592541000,6417
"G1801430","2002","Indiana","18","Scott","143","Scott, IN",6563,145244000,467
"G1801450","2002","Indiana","18","Shelby","145","Shelby, IN",15244,452803000,946
"G1801470","2002","Indiana","18","Spencer","147","Spencer, IN",5994,181270000,427
"G1801490","2002","Indiana","18","Starke","149","Starke, IN",3328,72439000,337
"G1801510","2002","Indiana","18","Steuben","151","Steuben, IN",14866,384597000,1015
"G1801530","2002","Indiana","18","Sullivan","153","Sullivan, IN",3505,85819000,374
"G1801550","2002","Indiana","18","Switzerland","155","Switzerland, IN",2024,51505000,119
"G1801570","2002","Indiana","18","Tippecanoe","157","Tippecanoe, IN",61315,1886392000,3164
"G1801590","2002","Indiana","18","Tipton","159","Tipton, IN",3680,107992000,346
"G1801610","2002","Indiana","18","Union","161","Union, IN",857,17297000,139
"G1801630","2002","Indiana","18","Vanderburgh","163","Vanderburgh, IN",104671,3054914000,5190
"G1801650","2002","Indiana","18","Vermillion","165","Vermillion, IN",4376,165108000,286
"G1801670","2002","Indiana","18","Vigo","167","Vigo, IN",45173,1201283000,2635
"G1801690","2002","Indiana","18","Wabash","169","Wabash, IN",13382,344423000,858
"G1801710","2002","Indiana","18","Warren","171","Warren, IN",1209,30450000,134
"G1801730","2002","Indiana","18","Warrick","173","Warrick, IN",12474,393856000,1051
"G1801750","2002","Indiana","18","Washington","175","Washington, IN",5546,128899000,486
"G1801770","2002","Indiana","18","Wayne","177","Wayne, IN",30878,831507000,1723
"G1801790","2002","Indiana","18","Wells","179","Wells, IN",10244,265296000,612
"G1801810","2002","Indiana","18","White","181","White, IN",7292,184013000,688
"G1801830","2002","Indiana","18","Whitley","183","Whitley, IN",10907,302730000,703
"G1809990","2002","Indiana","18","Remainder of Indiana","999","Indiana Statewide No Fixed Loc",4480,137795000,62
"G1900010","2002","Iowa","19","Adair","001","Adair, IA",1877,41965000,193
"G1900030","2002","Iowa","19","Adams","003","Adams, IA",879,18395000,132
"G1900050","2002","Iowa","19","Allamakee","005","Allamakee, IA",4924,111277000,417
"G1900070","2002","Iowa","19","Appanoose","007","Appanoose, IA",3676,85038000,328
"G1900090","2002","Iowa","19","Audubon","009","Audubon, IA",1308,27043000,202
"G1900110","2002","Iowa","19","Benton","011","Benton, IA",4645,112331000,626
"G1900130","2002","Iowa","19","Black Hawk","013","Black Hawk, IA",59300,1626333000,3144
"G1900150","2002","Iowa","19","Boone","015","Boone, IA",7567,188213000,591
"G1900170","2002","Iowa","19","Bremer","017","Bremer, IA",7468,206821000,626
"G1900190","2002","Iowa","19","Buchanan","019","Buchanan, IA",5059,127028000,521
"G1900210","2002","Iowa","19","Buena Vista","021","Buena Vista, IA",8446,191492000,583
"G1900230","2002","Iowa","19","Butler","023","Butler, IA",2251,48729000,375
"G1900250","2002","Iowa","19","Calhoun","025","Calhoun, IA",2274,42421000,296
"G1900270","2002","Iowa","19","Carroll","027","Carroll, IA",10497,239288000,858
"G1900290","2002","Iowa","19","Cass","029","Cass, IA",5121,108977000,502
"G1900310","2002","Iowa","19","Cedar","031","Cedar, IA",4092,85375000,504
"G1900330","2002","Iowa","19","Cerro Gordo","033","Cerro Gordo, IA",22003,562827000,1480
"G1900350","2002","Iowa","19","Cherokee","035","Cherokee, IA",4468,108942000,392
"G1900370","2002","Iowa","19","Chickasaw","037","Chickasaw, IA",3470,80717000,411
"G1900390","2002","Iowa","19","Clarke","039","Clarke, IA",3556,81058000,224
"G1900410","2002","Iowa","19","Clay","041","Clay, IA",7569,183196000,638
"G1900430","2002","Iowa","19","Clayton","043","Clayton, IA",5364,122929000,546
"G1900450","2002","Iowa","19","Clinton","045","Clinton, IA",18893,475108000,1296
"G1900470","2002","Iowa","19","Crawford","047","Crawford, IA",5875,136883000,466
"G1900490","2002","Iowa","19","Dallas","049","Dallas, IA",13679,401751000,1038
"G1900510","2002","Iowa","19","Davis","051","Davis, IA",1532,32293000,200
"G1900530","2002","Iowa","19","Decatur","053","Decatur, IA",2300,36875000,166
"G1900550","2002","Iowa","19","Delaware","055","Delaware, IA",4582,110399000,483
"G1900570","2002","Iowa","19","Des Moines","057","Des Moines, IA",19109,539256000,1210
"G1900590","2002","Iowa","19","Dickinson","059","Dickinson, IA",7072,181835000,712
"G1900610","2002","Iowa","19","Dubuque","061","Dubuque, IA",47196,1277725000,2631
"G1900630","2002","Iowa","19","Emmet","063","Emmet, IA",3627,83035000,332
"G1900650","2002","Iowa","19","Fayette","065","Fayette, IA",6215,133029000,627
"G1900670","2002","Iowa","19","Floyd","067","Floyd, IA",4465,102597000,447
"G1900690","2002","Iowa","19","Franklin","069","Franklin, IA",2911,77181000,330
"G1900710","2002","Iowa","19","Fremont","071","Fremont, IA",1171,26322000,169
"G1900730","2002","Iowa","19","Greene","073","Greene, IA",2465,54032000,302
"G1900750","2002","Iowa","19","Grundy","075","Grundy, IA",2814,78713000,305
"G1900770","2002","Iowa","19","Guthrie","077","Guthrie, IA",2093,46303000,322
"G1900790","2002","Iowa","19","Hamilton","079","Hamilton, IA",6534,170787000,406
"G1900810","2002","Iowa","19","Hancock","081","Hancock, IA",3230,75053000,336
"G1900830","2002","Iowa","19","Hardin","083","Hardin, IA",6706,153183000,614
"G1900850","2002","Iowa","19","Harrison","085","Harrison, IA",2456,51736000,351
"G1900870","2002","Iowa","19","Henry","087","Henry, IA",11654,298182000,575
"G1900890","2002","Iowa","19","Howard","089","Howard, IA",3320,79581000,272
"G1900910","2002","Iowa","19","Humboldt","091","Humboldt, IA",3272,80450000,344
"G1900930","2002","Iowa","19","Ida","093","Ida, IA",3212,84815000,268
"G1900950","2002","Iowa","19","Iowa","095","Iowa, IA",8604,226145000,517
"G1900970","2002","Iowa","19","Jackson","097","Jackson, IA",5526,109399000,594
"G1900990","2002","Iowa","19","Jasper","099","Jasper, IA",13990,493684000,844
"G1901010","2002","Iowa","19","Jefferson","101","Jefferson, IA",6593,179179000,685
"G1901030","2002","Iowa","19","Johnson","103","Johnson, IA",51016,1449039000,2725
"G1901050","2002","Iowa","19","Jones","105","Jones, IA",4442,96984000,509
"G1901070","2002","Iowa","19","Keokuk","107","Keokuk, IA",1773,37689000,267
"G1901090","2002","Iowa","19","Kossuth","109","Kossuth, IA",5112,118447000,550
"G1901110","2002","Iowa","19","Lee","111","Lee, IA",14815,392682000,1011
"G1901130","2002","Iowa","19","Linn","113","Linn, IA",109075,3488875000,5404
"G1901150","2002","Iowa","19","Louisa","115","Louisa, IA",2804,63915000,218
"G1901170","2002","Iowa","19","Lucas","117","Lucas, IA",2732,66170000,210
"G1901190","2002","Iowa","19","Lyon","119","Lyon, IA",2631,54327000,362
"G1901210","2002","Iowa","19","Madison","121","Madison, IA",2923,64588000,370
"G1901230","2002","Iowa","19","Mahaska","123","Mahaska, IA",6354,144994000,603
"G1901250","2002","Iowa","19","Marion","125","Marion, IA",16316,454824000,829
"G1901270","2002","Iowa","19","Marshall","127","Marshall, IA",15270,414240000,918
"G1901290","2002","Iowa","19","Mills","129","Mills, IA",2886,71472000,270
"G1901310","2002","Iowa","19","Mitchell","131","Mitchell, IA",3103,71206000,337
"G1901330","2002","Iowa","19","Monona","133","Monona, IA",2574,51135000,288
"G1901350","2002","Iowa","19","Monroe","135","Monroe, IA",1761,33951000,188
"G1901370","2002","Iowa","19","Montgomery","137","Montgomery, IA",3886,88557000,333
"G1901390","2002","Iowa","19","Muscatine","139","Muscatine, IA",19527,645330000,990
"G1901410","2002","Iowa","19","O Brien","141","OBrien, IA",5172,108767000,537
"G1901430","2002","Iowa","19","Osceola","143","Osceola, IA",1864,41869000,211
"G1901450","2002","Iowa","19","Page","145","Page, IA",6326,160487000,509
"G1901470","2002","Iowa","19","Palo Alto","147","Palo Alto, IA",2765,58234000,331
"G1901490","2002","Iowa","19","Plymouth","149","Plymouth, IA",8693,260647000,692
"G1901510","2002","Iowa","19","Pocahontas","151","Pocahontas, IA",1978,41223000,263
"G1901530","2002","Iowa","19","Polk","153","Polk, IA",240997,8436010000,11573
"G1901550","2002","Iowa","19","Pottawattamie","155","Pottawattamie, IA",31537,767327000,1932
"G1901570","2002","Iowa","19","Poweshiek","157","Poweshiek, IA",8656,231630000,584
"G1901590","2002","Iowa","19","Ringgold","159","Ringgold, IA",909,17213000,135
"G1901610","2002","Iowa","19","Sac","161","Sac, IA",2681,48624000,384
"G1901630","2002","Iowa","19","Scott","163","Scott, IA",79459,2381694000,4463
"G1901650","2002","Iowa","19","Shelby","165","Shelby, IA",4454,99223000,422
"G1901670","2002","Iowa","19","Sioux","167","Sioux, IA",14175,349111000,1119
"G1901690","2002","Iowa","19","Story","169","Story, IA",27080,671486000,1902
"G1901710","2002","Iowa","19","Tama","171","Tama, IA",4341,98845000,400
"G1901730","2002","Iowa","19","Taylor","173","Taylor, IA",1201,30550000,163
"G1901750","2002","Iowa","19","Union","175","Union, IA",4664,103785000,359
"G1901770","2002","Iowa","19","Van Buren","177","Van Buren, IA",1522,35086000,159
"G1901790","2002","Iowa","19","Wapello","179","Wapello, IA",14380,379789000,846
"G1901810","2002","Iowa","19","Warren","181","Warren, IA",7781,152727000,772
"G1901830","2002","Iowa","19","Washington","183","Washington, IA",5832,130791000,667
"G1901850","2002","Iowa","19","Wayne","185","Wayne, IA",1444,27476000,179
"G1901870","2002","Iowa","19","Webster","187","Webster, IA",15985,446544000,1138
"G1901890","2002","Iowa","19","Winnebago","189","Winnebago, IA",7771,222832000,371
"G1901910","2002","Iowa","19","Winneshiek","191","Winneshiek, IA",9492,212784000,609
"G1901930","2002","Iowa","19","Woodbury","193","Woodbury, IA",46561,1169749000,2881
"G1901950","2002","Iowa","19","Worth","195","Worth, IA",1293,27309000,185
"G1901970","2002","Iowa","19","Wright","197","Wright, IA",4610,101388000,425
"G1909990","2002","Iowa","19","Remainder of Iowa","999","Iowa Statewide No Fixed Loc",76,2335000,18
"G2000010","2002","Kansas","20","Allen","001","Allen, KS",4634,106012000,404
"G2000030","2002","Kansas","20","Anderson","003","Anderson, KS",1489,28715000,231
"G2000050","2002","Kansas","20","Atchison","005","Atchison, KS",6672,147644000,394
"G2000070","2002","Kansas","20","Barber","007","Barber, KS",1255,27419000,204
"G2000090","2002","Kansas","20","Barton","009","Barton, KS",10609,256353000,1012
"G2000110","2002","Kansas","20","Bourbon","011","Bourbon, KS",5609,131642000,392
"G2000130","2002","Kansas","20","Brown","013","Brown, KS",3380,68330000,256
